,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
327,36,3,1,1,1,369,1,1,2,18,2,193,4.0,102.0,2.0,1,1
328,45,4,1,2,1,17,2,1,2,18,2,66,1.0,152.0,14.0,1,1
329,31,1,1,2,1,355,2,1,2,18,2,530,1.0,193.0,1.0,1,1
330,35,2,1,2,1,66,2,1,2,18,2,110,1.0,123.0,1.0,2,1
331,51,10,1,3,1,106,2,1,1,18,2,366,3.0,110.0,2.0,1,1
332,56,9,1,1,1,839,1,2,2,18,2,630,1.0,187.0,2.0,2,1
333,43,3,1,2,1,481,2,1,1,18,2,164,1.0,110.0,2.0,2,1
334,30,5,1,2,1,-306,2,2,2,18,2,372,1.0,186.0,1.0,1,1
335,44,2,1,2,1,1106,2,1,1,19,2,178,5.0,119.0,11.0,1,1
336,41,7,1,1,1,171,2,1,2,19,2,209,1.0,191.0,4.0,1,1
337,58,10,1,1,1,8014,2,1,2,19,2,697,2.0,184.0,3.0,1,1
338,55,4,3,2,1,4053,1,1,2,19,2,113,1.0,166.0,2.0,1,1
339,32,1,2,1,1,1583,2,1,2,19,2,100,1.0,182.0,1.0,1,1
340,42,2,1,1,1,412,2,1,1,19,2,142,4.0,169.0,5.0,1,1
341,30,3,1,1,1,314,1,1,2,19,2,364,2.0,175.0,2.0,3,1
342,37,5,1,2,1,7957,1,1,2,19,2,706,1.0,111.0,2.0,1,1
343,39,3,2,2,1,4278,2,1,2,19,2,43,1.0,111.0,2.0,2,1
344,32,2,3,2,1,1156,2,1,2,19,2,81,1.0,182.0,1.0,1,1
345,39,3,2,1,1,1682,2,1,2,19,2,147,1.0,170.0,1.0,1,1
346,31,3,2,1,1,3625,2,1,2,19,2,112,1.0,180.0,2.0,1,1
347,32,4,2,2,1,1721,2,1,2,19,2,184,2.0,182.0,2.0,1,1
348,45,3,1,2,1,38,2,1,2,19,2,159,1.0,188.0,2.0,1,1
349,33,3,2,1,1,541,2,2,2,19,2,140,1.0,182.0,1.0,1,1
350,30,3,2,1,1,54,2,2,2,19,2,192,1.0,177.0,3.0,1,1
351,31,3,1,1,1,4924,2,1,2,19,2,316,1.0,182.0,2.0,1,1
352,54,3,1,1,1,6525,2,1,2,19,2,133,1.0,170.0,3.0,1,1
353,33,3,1,1,1,3696,1,1,2,19,2,305,1.0,182.0,3.0,1,1
354,48,6,1,2,1,1811,2,1,1,19,2,137,4.0,111.0,3.0,1,1
355,33,3,1,1,1,0,2,1,2,19,2,295,1.0,170.0,1.0,1,1
356,31,4,2,2,1,-366,2,1,2,19,2,313,1.0,180.0,1.0,2,1
357,32,4,1,2,1,2089,2,1,2,19,2,192,1.0,5.0,1.0,3,1
358,40,3,1,1,1,12409,2,1,2,19,2,140,1.0,99.0,2.0,1,1
359,52,9,1,2,1,424,1,1,2,19,2,143,1.0,154.0,3.0,1,1
360,31,5,2,2,1,1186,2,1,2,19,2,174,1.0,180.0,1.0,1,1
361,35,3,1,1,1,2801,2,1,2,19,2,70,2.0,111.0,2.0,1,1
362,32,3,2,1,1,2667,2,1,2,19,2,197,1.0,99.0,2.0,3,1
363,30,1,2,2,1,382,2,1,2,19,2,369,1.0,191.0,1.0,1,1
364,31,4,1,3,1,4728,2,1,2,19,2,114,1.0,183.0,3.0,2,1
365,32,7,1,1,1,964,2,1,2,19,2,130,1.0,120.0,2.0,1,1
366,36,10,1,2,1,189,2,1,2,19,2,136,1.0,120.0,1.0,1,1
367,40,2,1,2,1,961,1,2,2,19,2,589,1.0,133.0,4.0,2,1
368,52,10,1,2,1,-201,1,2,2,19,2,905,1.0,133.0,2.0,1,1
369,45,3,3,2,1,644,2,1,2,19,2,418,1.0,168.0,1.0,3,2
370,37,2,2,2,1,50,1,1,2,19,2,244,1.0,154.0,8.0,2,1
371,36,1,2,1,1,649,1,1,2,19,2,224,1.0,111.0,1.0,2,1
372,43,3,1,1,1,13044,1,1,2,19,2,215,1.0,93.0,4.0,1,1
373,35,3,3,1,1,771,2,2,2,19,2,110,1.0,93.0,5.0,1,1
374,30,3,1,1,1,86,2,2,2,19,2,155,1.0,97.0,2.0,2,1
375,39,5,1,2,1,3494,2,1,2,19,2,139,1.0,92.0,4.0,1,1
376,37,10,1,1,1,804,2,1,2,19,2,94,1.0,170.0,1.0,2,1
377,49,3,1,1,1,6613,1,1,2,19,2,106,1.0,155.0,3.0,1,1
378,30,4,3,2,1,4591,2,1,2,19,2,89,1.0,175.0,1.0,2,1
379,34,4,1,2,1,360,2,1,1,19,2,46,1.0,182.0,2.0,1,1
380,33,5,1,2,1,1234,1,1,2,19,2,109,1.0,10.0,1.0,1,1
381,45,5,3,2,1,1309,2,1,2,19,2,298,1.0,170.0,2.0,1,1
382,30,3,2,1,1,234,2,1,2,19,2,206,1.0,169.0,2.0,1,1
383,32,6,2,1,1,1611,2,1,2,19,2,175,1.0,180.0,2.0,1,1
384,31,4,1,2,1,1570,2,2,2,19,2,133,2.0,180.0,1.0,2,1
385,40,10,1,1,1,2977,2,1,2,19,2,375,1.0,125.0,1.0,1,1
386,46,4,1,2,1,15,2,2,2,19,2,46,2.0,91.0,3.0,1,1
387,30,4,2,2,2,447,1,1,2,19,2,426,2.0,189.0,6.0,1,1
388,34,4,1,3,1,2490,2,1,2,19,2,185,2.0,180.0,1.0,1,1
389,46,10,1,1,1,2421,1,1,2,19,2,1084,1.0,100.0,4.0,1,2
390,40,4,1,3,1,4608,2,1,1,19,2,111,2.0,156.0,1.0,1,1
391,53,9,1,1,1,1452,1,2,2,19,2,442,2.0,113.0,3.0,1,1
392,46,5,3,2,1,-26,2,2,2,19,2,201,1.0,113.0,2.0,2,1
393,38,5,1,2,1,4030,2,1,2,19,2,75,2.0,177.0,5.0,1,1
394,43,3,1,1,1,1429,2,1,2,19,2,1015,1.0,198.0,2.0,2,2
395,32,5,3,2,1,18,1,1,1,19,2,20,1.0,177.0,1.0,1,1
396,40,11,1,2,1,260,1,1,2,19,2,52,1.0,152.0,6.0,1,1
397,35,10,2,1,1,538,2,2,2,19,2,308,1.0,195.0,9.0,1,1
398,32,5,1,2,1,524,1,1,2,19,2,100,1.0,106.0,1.0,1,1
399,33,10,1,1,1,-103,2,1,2,19,2,149,2.0,175.0,1.0,1,1
400,33,3,2,1,1,201,2,1,2,19,2,171,1.0,183.0,1.0,1,1
401,39,8,1,2,1,1444,1,1,2,19,2,100,1.0,117.0,8.0,3,1
402,46,4,1,2,1,9347,2,1,2,19,2,138,1.0,117.0,1.0,2,1
403,44,2,1,3,1,1161,2,1,2,19,2,402,1.0,184.0,5.0,1,1
404,59,8,1,3,1,935,2,1,2,19,2,103,3.0,166.0,2.0,1,1
405,45,3,2,2,1,142,1,2,2,19,2,258,1.0,105.0,4.0,1,1
406,37,4,1,2,1,1165,2,1,2,19,2,62,3.0,190.0,4.0,3,1
407,58,4,3,3,1,8218,2,1,2,19,2,141,2.0,111.0,10.0,1,1
408,33,5,2,1,1,149,2,1,2,19,2,424,2.0,182.0,1.0,2,2
409,42,10,1,2,1,3211,1,1,2,19,2,87,2.0,111.0,1.0,1,1
410,50,5,1,2,1,3149,2,1,2,19,2,69,1.0,190.0,1.0,2,1
411,41,8,2,2,1,2184,1,1,2,19,2,98,1.0,153.0,2.0,1,1
412,40,6,1,2,1,0,2,1,2,19,2,332,1.0,183.0,1.0,1,1
413,43,5,3,2,1,6835,1,1,2,19,2,187,1.0,152.0,2.0,1,1
414,44,5,2,2,1,1195,2,1,2,19,2,187,6.0,188.0,9.0,1,1
415,58,4,1,3,1,630,2,1,2,19,2,59,1.0,174.0,1.0,1,1
416,43,3,1,1,1,1993,1,1,2,19,2,37,1.0,174.0,1.0,1,1
417,58,4,1,2,1,590,1,2,2,19,2,136,1.0,167.0,1.0,1,1
418,39,3,1,2,1,6012,1,1,1,19,2,140,1.0,119.0,2.0,1,1
419,51,4,1,3,1,863,1,1,2,19,2,169,1.0,189.0,2.0,2,1
420,52,4,1,2,1,7225,1,1,2,19,2,205,2.0,113.0,2.0,1,1
421,54,10,3,1,1,1323,1,1,2,19,2,83,1.0,152.0,4.0,1,1
422,41,4,1,2,1,1011,2,1,2,19,2,113,1.0,174.0,4.0,2,1
423,53,5,1,2,1,2818,2,1,2,19,2,131,1.0,126.0,7.0,1,1
424,50,4,3,2,1,203,2,1,1,19,2,265,1.0,127.0,4.0,2,1
425,48,4,1,2,1,-202,2,2,2,19,2,565,1.0,112.0,4.0,1,1
426,59,9,1,2,1,32948,1,1,2,19,2,243,1.0,174.0,2.0,1,1
427,33,7,1,2,1,2,2,2,2,19,2,17,5.0,198.0,1.0,1,1
428,44,2,3,1,1,2279,1,2,2,19,2,105,1.0,146.0,1.0,1,1
429,52,4,3,3,1,3990,1,1,2,19,2,1548,1.0,153.0,1.0,2,1
430,47,1,3,2,1,1939,2,1,2,19,2,150,1.0,174.0,1.0,1,1
431,39,3,1,2,1,763,1,1,2,19,2,360,1.0,153.0,2.0,2,1
432,32,5,1,1,1,432,2,1,2,19,2,164,2.0,195.0,1.0,2,1
433,45,4,1,2,1,2926,2,2,2,19,2,482,3.0,120.0,2.0,1,1
434,42,3,1,1,1,783,2,1,2,19,2,77,2.0,128.0,3.0,1,1
435,30,4,1,3,1,1101,2,2,2,19,2,779,2.0,175.0,1.0,1,1
436,59,9,1,2,1,2291,1,2,2,19,2,190,1.0,128.0,3.0,1,1
437,46,7,1,3,1,8873,2,1,2,19,2,172,1.0,118.0,2.0,1,1
438,40,5,1,2,1,657,2,1,2,19,2,178,1.0,112.0,2.0,1,1
439,37,4,1,3,1,253,2,1,2,19,2,59,2.0,153.0,2.0,1,1
440,33,4,1,1,1,6138,2,1,2,19,2,384,1.0,183.0,1.0,1,1
441,55,9,1,2,1,3948,1,1,2,19,2,149,1.0,170.0,2.0,1,1
442,46,6,3,2,1,3354,2,1,2,19,2,522,1.0,174.0,1.0,3,2
443,45,10,1,2,1,830,1,1,2,19,2,180,1.0,111.0,2.0,1,1
444,33,10,2,2,1,4,2,1,2,19,2,136,2.0,180.0,2.0,1,1
445,47,6,1,2,1,351,2,2,2,19,2,174,1.0,174.0,1.0,1,1
446,35,4,1,2,1,86,1,1,2,19,2,127,1.0,111.0,2.0,1,1
447,40,4,1,2,1,4853,1,1,2,19,2,259,1.0,111.0,2.0,1,1
448,38,5,2,2,1,884,2,2,2,19,2,295,1.0,111.0,2.0,1,1
449,59,9,1,3,1,741,1,1,2,19,2,194,2.0,152.0,2.0,1,1
450,34,8,1,1,1,4958,2,1,2,19,2,175,1.0,183.0,1.0,1,1
451,46,7,2,1,1,1410,2,1,2,19,2,93,1.0,189.0,8.0,1,1
452,36,10,1,1,1,16430,2,1,2,19,2,234,1.0,166.0,3.0,1,1
453,38,4,1,3,1,190,2,1,1,19,2,623,1.0,175.0,1.0,2,2
454,52,10,3,2,1,1291,2,1,2,19,2,559,1.0,169.0,2.0,1,1
455,30,7,1,2,1,946,2,1,2,19,2,1065,1.0,183.0,1.0,2,1
456,57,4,1,2,1,5935,2,2,2,19,2,90,2.0,198.0,1.0,1,1
457,35,1,1,2,1,3187,2,1,2,19,2,171,2.0,183.0,1.0,1,1
458,59,3,1,3,1,2769,2,1,2,19,2,104,1.0,131.0,2.0,1,1
459,33,4,1,3,1,3512,2,1,2,19,2,251,1.0,183.0,2.0,1,1
460,56,2,1,3,1,444,2,1,2,19,2,88,1.0,166.0,1.0,1,1
461,38,3,1,1,1,5432,2,2,2,19,2,408,1.0,183.0,1.0,1,1
462,40,1,1,2,1,67,1,2,2,19,2,359,2.0,152.0,5.0,1,1
463,37,4,1,3,1,3574,2,1,2,19,2,178,1.0,170.0,2.0,1,1
464,36,1,2,1,1,2622,1,1,2,19,2,640,1.0,127.0,5.0,1,1
465,50,3,1,2,1,2910,1,1,1,19,2,433,1.0,113.0,1.0,1,1
466,38,4,1,3,1,2240,2,1,2,19,2,551,1.0,183.0,1.0,1,1
467,55,6,1,2,1,4733,2,1,2,19,2,70,1.0,174.0,2.0,2,1
468,37,5,1,2,1,5902,2,1,2,19,2,191,1.0,180.0,4.0,1,1
469,34,1,1,1,1,899,2,1,1,19,2,377,3.0,7.0,4.0,3,1
470,50,1,1,2,1,167,1,2,2,19,2,47,1.0,133.0,1.0,1,1
471,56,1,3,2,1,-429,1,2,2,19,2,120,2.0,119.0,4.0,1,1
472,43,3,1,3,1,8167,2,1,1,19,2,202,2.0,184.0,2.0,1,1
473,40,4,1,2,1,1708,2,1,2,19,2,382,2.0,174.0,1.0,2,1
474,34,3,1,1,1,1006,2,1,2,19,2,783,3.0,195.0,2.0,2,2
475,37,3,2,1,1,5340,2,1,2,19,2,101,2.0,104.0,4.0,1,1
476,53,4,2,2,1,2430,2,2,2,19,2,73,2.0,145.0,3.0,1,1
477,46,5,3,2,1,111,2,1,2,19,2,178,3.0,183.0,2.0,2,1
478,40,1,2,2,1,664,1,1,2,19,2,188,2.0,121.0,2.0,3,1
479,50,3,1,1,1,-470,2,1,2,19,2,130,2.0,160.0,1.0,1,1
480,30,3,1,1,1,2451,2,1,2,19,2,191,2.0,175.0,1.0,1,1
481,58,9,3,3,1,2538,2,1,2,19,2,680,2.0,111.0,6.0,1,2
482,54,9,1,2,1,2626,1,1,2,19,2,221,2.0,190.0,2.0,1,1
483,47,4,1,2,1,3696,2,1,2,19,2,635,3.0,170.0,2.0,1,1
484,39,3,1,1,1,12855,2,1,2,19,2,108,4.0,173.0,1.0,1,1
485,39,1,1,2,1,-982,2,2,2,19,2,287,3.0,117.0,2.0,2,1
486,39,3,2,1,1,633,1,1,2,19,2,105,2.0,133.0,3.0,1,1
487,39,4,1,2,1,747,2,2,2,19,2,209,2.0,180.0,1.0,2,1
488,50,4,1,1,1,1784,1,1,2,19,2,1184,3.0,160.0,1.0,1,1
489,39,3,3,1,1,1315,2,1,2,19,2,1337,4.0,126.0,1.0,1,1
490,33,3,2,1,1,923,2,1,2,19,2,1307,3.0,173.0,6.0,1,1
491,45,3,1,1,1,7154,2,1,2,19,2,93,3.0,111.0,3.0,1,1
492,59,7,1,3,1,0,1,1,1,19,2,207,2.0,153.0,1.0,1,1
493,53,3,1,1,1,2578,1,1,2,19,2,299,4.0,107.0,2.0,1,1
494,37,3,1,2,1,510,2,1,2,19,2,67,2.0,90.0,6.0,1,1
495,54,10,1,3,1,277,2,1,2,19,2,300,5.0,170.0,3.0,1,1
496,42,4,1,3,1,792,2,2,2,19,2,611,2.0,175.0,12.0,2,1
497,39,3,3,1,1,4692,2,1,1,19,2,214,2.0,174.0,2.0,3,1
498,39,8,1,2,1,4136,2,1,2,19,2,194,2.0,170.0,3.0,1,1
499,31,2,1,2,1,395,1,1,1,19,2,196,3.0,117.0,3.0,1,1
500,33,3,1,1,1,621,1,1,2,19,2,1435,3.0,99.0,5.0,1,1
501,49,4,1,2,1,4259,1,1,2,19,2,146,3.0,111.0,7.0,1,1
502,40,3,1,1,1,3352,2,1,2,19,2,639,2.0,27.0,1.0,3,2
503,37,8,3,2,1,226,1,2,2,19,2,380,2.0,167.0,3.0,2,1
504,35,3,1,1,1,552,2,2,2,19,2,314,2.0,124.0,1.0,1,1
505,35,2,1,3,1,31,1,2,2,19,2,131,3.0,133.0,3.0,1,1
506,44,4,1,2,1,6491,2,1,2,19,2,126,2.0,174.0,1.0,1,1
507,46,10,3,1,1,926,2,1,2,19,2,168,2.0,153.0,1.0,2,1
508,45,7,1,1,1,3689,2,1,2,19,2,517,2.0,187.0,3.0,1,1
509,44,4,2,3,1,1593,2,1,2,19,2,201,2.0,174.0,3.0,3,1
510,58,4,1,2,1,1507,2,2,2,19,2,255,6.0,189.0,1.0,2,1
511,37,5,1,2,1,5287,2,2,2,19,2,599,4.0,100.0,2.0,1,1
512,53,7,1,3,1,1034,2,1,2,19,2,854,2.0,170.0,3.0,2,1
513,55,7,1,1,1,625,1,1,1,20,2,88,2.0,147.0,4.0,1,1
514,38,7,1,1,1,898,2,1,2,20,2,80,5.0,198.0,2.0,1,1
515,35,3,1,1,1,867,2,1,2,20,2,298,2.0,171.0,3.0,3,1
516,31,3,1,1,1,1224,2,2,2,20,2,75,2.0,119.0,2.0,3,1
517,36,1,2,2,1,10041,2,1,2,20,2,91,2.0,184.0,1.0,2,1
518,44,5,1,1,1,0,2,2,2,20,2,286,6.0,191.0,2.0,1,1
519,30,5,3,2,1,3100,2,1,2,20,2,125,1.0,183.0,4.0,1,1
520,32,5,1,2,1,344,2,1,2,20,2,179,1.0,197.0,1.0,1,1
521,35,3,3,1,1,146,1,1,2,20,2,392,2.0,106.0,2.0,3,1
522,32,5,1,1,1,4654,2,2,2,20,2,276,1.0,128.0,2.0,1,2
523,34,1,2,2,1,296,1,1,2,20,2,68,1.0,136.0,4.0,1,1
524,55,10,1,2,1,12159,2,1,2,20,2,142,2.0,174.0,2.0,1,1
525,38,5,2,1,1,5122,2,1,2,20,2,370,1.0,184.0,1.0,1,1
526,34,3,2,1,1,673,2,2,2,20,2,271,1.0,184.0,1.0,1,1
527,37,4,1,3,1,8135,2,1,2,20,2,358,1.0,184.0,1.0,1,1
528,30,3,1,1,1,196,1,1,2,20,2,68,1.0,101.0,4.0,2,1
529,41,4,1,3,1,2562,2,1,2,20,2,157,1.0,189.0,4.0,1,1
530,41,3,2,1,1,195,1,1,2,20,2,125,1.0,167.0,2.0,1,1
531,34,7,1,2,1,3119,2,1,2,20,2,505,1.0,183.0,4.0,1,1
532,35,10,2,1,1,935,2,1,2,20,2,71,1.0,176.0,2.0,1,1
533,30,3,1,2,1,11391,2,1,2,20,2,319,1.0,105.0,2.0,2,1
534,30,4,1,3,1,5956,2,2,2,20,2,405,1.0,139.0,1.0,1,1
535,34,1,1,2,1,3185,2,1,2,20,2,93,1.0,191.0,1.0,1,1
536,46,4,1,3,1,2558,2,1,1,20,2,107,1.0,167.0,1.0,2,1
537,31,2,2,2,1,481,2,1,2,20,2,106,2.0,183.0,2.0,1,1
538,39,4,1,2,1,660,2,2,2,20,2,180,1.0,185.0,2.0,1,1
539,52,3,1,3,2,57,2,2,2,20,2,45,1.0,196.0,1.0,1,1
540,42,4,1,2,1,3,2,1,1,20,2,47,1.0,190.0,1.0,1,1
541,40,5,2,2,1,572,1,1,2,20,2,67,1.0,91.0,2.0,1,1
542,33,5,1,2,1,3071,2,2,2,20,2,46,2.0,122.0,1.0,1,1
543,32,4,1,3,1,187,1,1,2,20,2,485,1.0,134.0,1.0,1,1
544,33,4,1,3,1,5151,2,2,2,20,2,73,1.0,178.0,4.0,1,1
545,32,4,1,3,1,2085,2,2,2,20,2,146,1.0,185.0,3.0,1,1
546,39,5,2,2,1,1104,1,1,2,20,2,333,2.0,105.0,2.0,3,1
547,39,2,3,2,1,892,2,1,2,20,2,34,1.0,171.0,1.0,1,1
548,45,3,1,1,1,96,2,1,2,20,2,167,1.0,127.0,1.0,1,1
549,32,3,2,1,1,574,2,1,2,20,2,171,1.0,127.0,2.0,1,1
550,50,3,1,2,1,0,2,1,2,20,2,152,1.0,190.0,1.0,1,1
551,33,5,1,1,1,6843,1,1,2,20,2,755,1.0,100.0,10.0,2,2
552,47,5,1,2,1,1465,2,1,2,20,2,26,1.0,190.0,2.0,1,1
553,30,2,1,2,1,586,2,1,2,20,2,148,6.0,176.0,4.0,1,1
554,32,4,1,2,1,0,2,1,2,20,2,189,1.0,170.0,1.0,2,1
555,41,4,1,3,1,7735,2,1,2,20,2,220,1.0,190.0,1.0,1,1
556,37,7,1,1,1,264,2,2,2,20,2,276,1.0,157.0,1.0,1,1
557,30,4,1,2,1,501,2,2,2,20,2,994,1.0,177.0,1.0,1,2
558,38,10,1,2,1,215,2,1,2,20,2,70,1.0,167.0,1.0,1,1
559,48,2,3,2,1,4906,2,1,2,20,2,200,1.0,190.0,1.0,1,1
560,31,2,2,2,1,900,2,1,2,20,2,321,2.0,190.0,4.0,2,1
561,38,4,1,3,1,433,1,1,2,20,2,81,2.0,136.0,3.0,1,1
562,35,4,1,2,1,5304,2,1,2,20,2,340,1.0,183.0,2.0,1,1
563,34,2,3,2,1,797,2,1,2,20,2,88,1.0,126.0,1.0,1,1
564,31,5,1,2,1,450,1,2,2,20,2,111,2.0,129.0,4.0,1,1
565,39,4,2,2,1,519,2,2,2,20,2,149,1.0,155.0,14.0,1,1
566,31,7,1,2,1,1539,2,2,2,20,2,67,6.0,177.0,9.0,1,1
567,32,2,1,2,1,11512,2,1,2,20,2,301,1.0,183.0,1.0,1,1
568,52,7,1,1,1,1115,2,1,2,20,2,69,1.0,164.0,2.0,1,1
569,31,4,2,2,1,5607,1,1,2,20,2,183,2.0,184.0,1.0,1,1
570,30,2,1,3,1,1015,2,1,2,20,2,24,1.0,113.0,8.0,1,1
571,50,10,1,2,1,1878,2,2,2,20,2,45,2.0,181.0,11.0,1,1
572,41,4,2,2,1,98,1,2,2,20,2,180,1.0,122.0,6.0,1,1
573,46,5,1,1,1,0,1,1,2,20,2,531,1.0,167.0,1.0,1,2
574,37,1,2,2,1,862,1,1,2,20,2,85,1.0,122.0,2.0,1,1
575,39,4,3,3,1,1317,2,1,2,20,2,543,1.0,170.0,4.0,2,2
576,46,5,3,2,1,3455,2,1,2,20,2,120,4.0,190.0,2.0,1,1
577,32,6,2,2,1,1249,2,1,2,20,2,160,1.0,171.0,4.0,2,1
578,44,2,1,2,1,-230,2,2,2,20,2,352,1.0,177.0,1.0,1,1
579,36,6,1,2,1,-872,2,2,2,20,2,153,1.0,183.0,1.0,1,1
580,50,4,1,3,1,2590,2,1,1,20,2,281,2.0,195.0,6.0,1,1
581,55,3,1,1,1,10065,1,1,2,20,2,197,5.0,177.0,3.0,1,1
582,32,4,2,2,1,3201,2,1,2,20,2,98,1.0,178.0,5.0,1,1
583,34,3,1,1,1,273,2,1,2,20,2,308,1.0,188.0,1.0,3,1
584,35,5,2,2,1,-476,2,1,2,20,2,57,6.0,177.0,4.0,1,1
585,44,2,1,2,1,-289,1,2,2,20,2,487,1.0,118.0,1.0,2,1
586,53,4,1,2,1,21522,1,1,2,20,2,83,3.0,149.0,4.0,1,1
587,55,1,3,2,1,166,1,1,2,20,2,324,7.0,153.0,4.0,1,1
588,37,5,2,2,1,-272,1,2,2,20,2,104,3.0,139.0,6.0,1,1
589,33,7,1,1,1,4465,2,1,2,20,2,161,1.0,183.0,2.0,1,1
590,43,4,1,2,1,699,2,2,2,20,2,1258,2.0,122.0,2.0,2,2
591,33,5,3,2,1,557,2,1,2,20,2,89,1.0,91.0,1.0,1,1
592,40,5,1,2,1,4441,2,1,2,20,2,153,2.0,183.0,2.0,1,1
593,53,4,1,2,1,3815,1,1,1,20,2,75,2.0,149.0,3.0,1,1
594,47,4,1,3,1,2,2,2,2,20,2,661,4.0,190.0,1.0,1,1
595,33,1,1,2,1,2711,1,1,2,20,2,184,1.0,104.0,1.0,1,1
596,38,2,3,3,1,0,2,1,2,20,2,250,1.0,155.0,2.0,1,1
597,55,1,1,2,1,1102,2,1,2,20,2,195,1.0,189.0,2.0,1,1
598,57,2,2,2,1,2236,2,1,1,20,2,51,8.0,190.0,2.0,1,1
599,40,1,1,2,1,7711,2,1,2,20,2,190,5.0,135.0,1.0,1,1
600,34,10,1,1,1,1545,2,1,2,20,2,895,1.0,183.0,2.0,1,1
601,32,3,2,1,1,12686,2,1,2,20,2,176,1.0,170.0,1.0,1,1
602,38,7,1,1,1,1110,2,1,2,20,2,888,2.0,183.0,2.0,1,2
603,51,5,1,2,1,-153,1,1,2,20,2,72,2.0,92.0,4.0,1,1
604,37,7,1,1,1,836,2,1,2,20,2,223,1.0,177.0,2.0,1,1
605,44,5,1,2,1,7876,2,1,2,20,2,212,1.0,101.0,2.0,1,1
606,37,5,3,2,1,3068,2,2,2,20,2,370,2.0,195.0,1.0,2,2
607,32,2,1,2,1,983,2,1,2,20,2,500,2.0,133.0,1.0,1,2
608,43,10,1,2,1,5704,2,1,2,20,2,154,3.0,106.0,2.0,1,1
609,33,11,2,1,1,3404,2,1,2,20,2,105,2.0,171.0,3.0,1,1
610,34,3,1,2,1,56,2,1,2,20,2,311,3.0,183.0,1.0,1,1
611,37,6,1,2,1,2424,1,1,2,20,2,633,2.0,156.0,2.0,2,1
612,51,7,1,1,1,6659,2,2,2,20,2,191,2.0,189.0,1.0,1,1
613,58,9,1,1,1,5087,1,1,2,20,2,63,2.0,154.0,1.0,1,1
614,35,1,1,2,1,725,2,1,2,20,2,219,7.0,133.0,1.0,1,1
615,59,9,1,2,1,0,1,1,2,20,2,363,2.0,100.0,6.0,2,1
616,31,5,2,1,1,438,2,1,2,20,2,165,1.0,100.0,2.0,1,1
617,45,5,1,2,1,999,2,1,2,20,2,215,6.0,188.0,2.0,1,1
618,44,10,2,1,1,18558,2,1,2,20,2,51,1.0,190.0,4.0,2,1
619,52,8,1,2,1,3923,2,1,2,20,2,20,8.0,190.0,3.0,3,1
620,39,3,3,1,1,155,2,1,2,20,2,20,6.0,153.0,26.0,1,1
621,38,4,1,2,1,789,2,1,2,20,2,120,4.0,196.0,1.0,2,1
622,44,4,1,2,1,3060,2,1,2,20,2,113,1.0,189.0,2.0,1,1
623,40,3,3,1,1,9541,1,1,2,20,2,128,2.0,189.0,1.0,1,1
624,37,5,1,2,1,1016,2,2,2,20,2,195,3.0,8.0,1.0,1,1
625,51,7,1,2,1,653,2,1,2,20,2,16,9.0,112.0,37.0,2,1
626,38,4,1,3,1,3289,1,1,2,20,2,340,2.0,164.0,2.0,1,1
627,36,1,1,2,1,1954,2,2,2,20,2,158,2.0,174.0,3.0,1,1
628,52,2,3,2,1,1527,1,2,2,20,2,276,1.0,122.0,1.0,2,1
629,47,4,1,2,1,2428,2,1,2,20,2,9,6.0,177.0,16.0,2,1
630,50,5,1,1,1,3117,1,1,2,20,2,44,2.0,164.0,1.0,1,1
631,49,6,1,1,1,-471,2,1,2,20,2,77,3.0,185.0,7.0,1,1
632,31,1,1,2,1,3052,2,2,2,20,2,115,2.0,177.0,2.0,1,1
633,39,10,1,2,1,31,2,1,2,20,2,61,2.0,181.0,4.0,1,1
634,37,4,3,2,1,33,2,1,2,20,2,106,2.0,167.0,1.0,1,1
635,41,3,1,1,1,666,2,1,2,20,2,106,3.0,183.0,3.0,1,1
636,53,7,1,2,1,111,2,1,2,20,2,600,3.0,189.0,2.0,1,1
637,36,4,2,1,1,3649,2,1,2,20,2,399,2.0,156.0,2.0,1,1
638,43,3,1,1,1,5670,2,1,2,20,2,43,4.0,189.0,2.0,1,1
639,34,3,1,1,1,1433,1,1,2,20,2,111,3.0,104.0,3.0,1,1
640,43,4,1,2,1,3311,2,1,1,20,2,105,2.0,184.0,3.0,2,1
641,45,7,3,1,1,1273,2,2,2,20,2,206,2.0,162.0,3.0,1,1
642,32,4,2,2,1,6982,2,1,2,20,2,224,2.0,183.0,1.0,1,1
643,35,4,1,2,1,911,2,1,2,20,2,434,2.0,181.0,5.0,2,1
644,33,4,1,2,1,3514,2,1,2,20,2,214,2.0,184.0,2.0,1,1
645,32,4,2,2,1,2696,2,1,2,20,2,564,2.0,183.0,1.0,1,1
646,31,5,2,1,1,1887,1,2,2,20,2,225,2.0,183.0,1.0,1,1
647,54,4,3,3,1,10374,2,1,2,20,2,283,2.0,189.0,2.0,2,1
648,47,6,1,2,1,3533,2,1,2,20,2,319,1.0,100.0,2.0,1,1
649,55,7,1,1,1,3459,2,2,2,20,2,88,2.0,112.0,3.0,2,1
650,38,5,1,1,1,-3,1,1,2,20,2,251,2.0,101.0,3.0,1,1
651,35,2,1,2,1,142,2,1,2,20,2,315,2.0,196.0,4.0,1,1
652,39,3,2,1,1,889,1,1,2,20,2,78,2.0,185.0,4.0,1,1
653,44,3,3,1,1,6285,2,1,2,20,2,136,3.0,125.0,2.0,2,1
